Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
3/3/2023,47.00,36.00,41.50,2.70,23,0,0.25,0.00,0.00
3/4/2023,50.00,40.00,45.00,5.90,20,0,1.24,0.00,0.00
3/5/2023,57.00,39.00,48.00,8.70,17,0,0.00,0.00,0.00
3/6/2023,54.00,40.00,47.00,7.40,18,0,0.01,0.00,0.00
3/7/2023,50.00,34.00,42.00,2.20,23,0,0.13,0.00,0.00
3/8/2023,50.00,32.00,41.00,0.90,24,0,0.00,0.00,0.00
3/9/2023,53.00,34.00,43.50,3.10,21,0,0.00,0.00,0.00
3/10/2023,46.00,34.00,40.00,-0.70,25,0,0.32,0.00,0.00
3/11/2023,47.00,35.00,41.00,0.10,24,0,0.33,0.00,0.00
3/12/2023,48.00,33.00,40.50,-0.70,24,0,0.00,0.00,0.00
3/13/2023,45.00,39.00,42.00,0.50,23,0,0.53,0.00,0.00
3/14/2023,39.00,33.00,36.00,-5.80,29,0,0.09,0.00,0.00
3/15/2023,48.00,35.00,41.50,-0.60,23,0,0.00,0.00,0.00
3/16/2023,62.00,31.00,46.50,4.10,18,0,0.00,0.00,0.00
3/17/2023,61.00,45.00,53.00,10.30,12,0,0.01,0.00,0.00
3/18/2023,56.00,41.00,48.50,5.50,16,0,0.01,0.00,0.00
3/19/2023,42.00,30.00,36.00,-7.30,29,0,0.00,0.00,0.00
3/20/2023,54.00,27.00,40.50,-3.10,24,0,0.00,0.00,0.00
3/21/2023,65.00,32.00,48.50,4.60,16,0,0.00,0.00,0.00
3/22/2023,65.00,40.00,52.50,8.20,12,0,0.00,0.00,0.00
3/23/2023,62.00,46.00,54.00,9.40,11,0,0.04,0.00,0.00
3/24/2023,57.00,43.00,50.00,5.10,15,0,0.01,0.00,0.00
3/25/2023,47.00,42.00,44.50,-0.80,20,0,0.16,0.00,0.00
3/26/2023,65.00,41.00,53.00,7.40,12,0,0.00,0.00,0.00
3/27/2023,60.00,43.00,51.50,5.50,13,0,0.20,0.00,0.00
3/28/2023,54.00,41.00,47.50,1.20,17,0,0.01,0.00,0.00
3/29/2023,57.00,38.00,47.50,0.80,17,0,0.01,0.00,0.00
3/30/2023,48.00,31.00,39.50,-7.60,25,0,0.01,0.00,0.00
3/31/2023,56.00,33.00,44.50,-2.90,20,0,0.00,0.00,0.00
4/1/2023,74.00,52.00,63.00,15.20,2,0,0.26,0.00,0.00
4/2/2023,53.00,37.00,45.00,-3.20,20,0,0.00,0.00,0.00
4/3/2023,66.00,36.00,51.00,2.40,14,0,0.00,0.00,0.00
4/4/2023,73.00,47.00,60.00,11.10,5,0,0.00,0.00,0.00
4/5/2023,59.00,48.00,53.50,4.20,11,0,0.01,0.00,0.00
4/6/2023,83.00,48.00,65.50,15.80,0,1,0.01,0.00,0.00
4/7/2023,62.00,43.00,52.50,2.40,12,0,0.00,0.00,0.00
4/8/2023,54.00,38.00,46.00,-4.50,19,0,0.00,0.00,0.00
4/9/2023,55.00,35.00,45.00,-5.90,20,0,0.00,0.00,0.00
4/10/2023,69.00,35.00,52.00,0.70,13,0,0.00,0.00,0.00
4/11/2023,77.00,45.00,61.00,9.30,4,0,0.00,0.00,0.00
4/12/2023,87.00,64.00,75.50,23.40,0,11,0.00,0.00,0.00
4/13/2023,92.00,61.00,76.50,24.00,0,12,0.00,0.00,0.00
4/14/2023,93.00,61.00,77.00,24.10,0,12,0.00,0.00,0.00
4/15/2023,75.00,60.00,67.50,14.30,0,3,0.15,0.00,0.00
4/16/2023,72.00,56.00,64.00,10.40,1,0,0.01,0.00,0.00
4/17/2023,71.00,55.00,63.00,9.00,2,0,0.03,0.00,0.00
4/18/2023,59.00,45.00,52.00,-2.40,13,0,0.00,0.00,0.00
4/19/2023,68.00,40.00,54.00,-0.80,11,0,0.00,0.00,0.00
4/20/2023,64.00,45.00,54.50,-0.60,10,0,0.01,0.00,0.00
4/21/2023,69.00,51.00,60.00,4.50,5,0,0.00,0.00,0.00
4/22/2023,70.00,53.00,61.50,5.60,3,0,0.90,0.00,0.00
4/23/2023,72.00,50.00,61.00,4.80,4,0,1.01,0.00,0.00
4/24/2023,64.00,45.00,54.50,-2.10,10,0,0.00,0.00,0.00
4/25/2023,63.00,47.00,55.00,-1.90,10,0,0.00,0.00,0.00
4/26/2023,61.00,42.00,51.50,-5.80,13,0,0.01,0.00,0.00
4/27/2023,59.00,50.00,54.50,-3.10,10,0,0.01,0.00,0.00
4/28/2023,57.00,50.00,53.50,-4.50,11,0,0.41,0.00,0.00
4/29/2023,54.00,50.00,52.00,-6.30,13,0,3.05,0.00,0.00
4/30/2023,61.00,52.00,56.50,-2.10,8,0,2.26,0.00,0.00
5/1/2023,64.00,50.00,57.00,-1.90,8,0,0.07,0.00,0.00
5/2/2023,59.00,47.00,53.00,-6.20,12,0,0.05,0.00,0.00
5/3/2023,60.00,47.00,53.50,-6.00,11,0,0.01,0.00,0.00
5/4/2023,58.00,48.00,53.00,-6.80,12,0,0.02,0.00,0.00
5/5/2023,66.00,47.00,56.50,-3.60,8,0,0.01,0.00,0.00
5/6/2023,76.00,45.00,60.50,0.10,4,0,0.00,0.00,0.00
5/7/2023,80.00,53.00,66.50,5.80,0,2,0.01,0.00,0.00
5/8/2023,80.00,60.00,70.00,9.00,0,5,0.01,0.00,0.00
5/9/2023,68.00,55.00,61.50,0.20,3,0,0.00,0.00,0.00
5/10/2023,76.00,48.00,62.00,0.40,3,0,0.00,0.00,0.00
5/11/2023,84.00,52.00,68.00,6.20,0,3,0.00,0.00,0.00
5/12/2023,90.00,60.00,75.00,12.90,0,10,0.00,0.00,0.00
5/13/2023,84.00,67.00,75.50,13.10,0,11,0.00,0.00,0.00
5/14/2023,77.00,59.00,68.00,5.30,0,3,0.00,0.00,0.00
5/15/2023,78.00,51.00,64.50,1.60,0,0,0.00,0.00,0.00
5/16/2023,83.00,53.00,68.00,4.80,0,3,0.00,0.00,0.00
5/17/2023,70.00,50.00,60.00,-3.50,5,0,0.00,0.00,0.00
5/18/2023,61.00,44.00,52.50,-11.30,12,0,0.00,0.00,0.00
5/19/2023,72.00,52.00,62.00,-2.10,3,0,0.00,0.00,0.00
5/20/2023,70.00,58.00,64.00,-0.30,1,0,0.66,0.00,0.00
5/21/2023,75.00,57.00,66.00,1.40,0,1,0.01,0.00,0.00
5/22/2023,78.00,56.00,67.00,2.10,0,2,0.00,0.00,0.00
5/23/2023,69.00,55.00,62.00,-3.20,3,0,0.00,0.00,0.00
5/24/2023,81.00,52.00,66.50,1.00,0,2,0.07,0.00,0.00
5/25/2023,72.00,51.00,61.50,-4.30,3,0,0.00,0.00,0.00
5/26/2023,76.00,51.00,63.50,-2.60,1,0,0.00,0.00,0.00
5/27/2023,80.00,54.00,67.00,0.60,0,2,0.00,0.00,0.00
5/28/2023,80.00,56.00,68.00,1.30,0,3,0.00,0.00,0.00
5/29/2023,79.00,59.00,69.00,2.00,0,4,0.00,0.00,0.00
5/30/2023,70.00,57.00,63.50,-3.80,1,0,0.00,0.00,0.00
5/31/2023,78.00,51.00,64.50,-3.20,0,0,0.00,0.00,0.00
6/1/2023,88.00,59.00,73.50,5.50,0,9,0.00,0.00,0.00
6/2/2023,91.00,64.00,77.50,9.20,0,13,0.00,0.00,0.00
6/3/2023,74.00,56.00,65.00,-3.60,0,0,0.00,0.00,0.00
6/4/2023,71.00,49.00,60.00,-9.00,5,0,0.00,0.00,0.00
6/5/2023,80.00,56.00,68.00,-1.30,0,3,0.00,0.00,0.00
6/6/2023,84.00,62.00,73.00,3.40,0,8,0.01,0.00,0.00
6/7/2023,74.00,59.00,66.50,-3.50,0,2,0.00,0.00,0.00
6/8/2023,77.00,50.00,63.50,-6.80,1,0,0.00,0.00,0.00
6/9/2023,77.00,59.00,68.00,-2.70,0,3,0.01,0.00,0.00
6/10/2023,83.00,58.00,70.50,-0.50,0,6,0.01,0.00,0.00
6/11/2023,85.00,65.00,75.00,3.60,0,10,0.01,0.00,0.00
6/12/2023,78.00,68.00,73.00,1.30,0,8,0.53,0.00,0.00
6/13/2023,83.00,65.00,74.00,2.00,0,9,0.00,0.00,0.00
6/14/2023,79.00,62.00,70.50,-1.90,0,6,0.28,0.00,0.00
6/15/2023,82.00,60.00,71.00,-1.70,0,6,0.00,0.00,0.00
6/16/2023,82.00,62.00,72.00,-1.00,0,7,0.22,0.00,0.00
6/17/2023,82.00,63.00,72.50,-0.80,0,8,0.01,0.00,0.00
6/18/2023,85.00,64.00,74.50,0.80,0,10,0.00,0.00,0.00
6/19/2023,80.00,65.00,72.50,-1.50,0,8,0.00,0.00,0.00
6/20/2023,78.00,65.00,71.50,-2.80,0,7,0.00,0.00,0.00
6/21/2023,75.00,63.00,69.00,-5.60,0,4,0.00,0.00,0.00
6/22/2023,74.00,59.00,66.50,-8.40,0,2,0.04,0.00,0.00
6/23/2023,71.00,66.00,68.50,-6.70,0,4,0.07,0.00,0.00
6/24/2023,82.00,69.00,75.50,0.10,0,11,0.08,0.00,0.00
6/25/2023,87.00,71.00,79.00,3.30,0,14,0.01,0.00,0.00
6/26/2023,80.00,69.00,74.50,-1.40,0,10,0.90,0.00,0.00
6/27/2023,82.00,67.00,74.50,-1.70,0,10,0.53,0.00,0.00
6/28/2023,85.00,67.00,76.00,-0.40,0,11,0.01,0.00,0.00
6/29/2023,85.00,67.00,76.00,-0.60,0,11,0.00,0.00,0.00
6/30/2023,86.00,67.00,76.50,-0.30,0,12,0.00,0.00,0.00
7/1/2023,83.00,69.00,76.00,-1.00,0,11,0.00,0.00,0.00
7/2/2023,91.00,72.00,81.50,4.30,0,17,0.30,0.00,0.00
7/3/2023,93.00,74.00,83.50,6.10,0,19,0.05,0.00,0.00
7/4/2023,83.00,74.00,78.50,1.00,0,14,1.19,0.00,0.00
7/5/2023,94.00,73.00,83.50,5.80,0,19,0.00,0.00,0.00
7/6/2023,92.00,77.00,84.50,6.70,0,20,0.00,0.00,0.00
7/7/2023,88.00,76.00,82.00,4.10,0,17,0.00,0.00,0.00
7/8/2023,88.00,76.00,82.00,3.90,0,17,0.00,0.00,0.00
7/9/2023,83.00,75.00,79.00,0.80,0,14,0.25,0.00,0.00
7/10/2023,88.00,72.00,80.00,1.80,0,15,0.00,0.00,0.00
7/11/2023,92.00,68.00,80.00,1.70,0,15,0.00,0.00,0.00
7/12/2023,95.00,71.00,83.00,4.60,0,18,0.00,0.00,0.00
7/13/2023,93.00,75.00,84.00,5.60,0,19,0.00,0.00,0.00
7/14/2023,87.00,72.00,79.50,1.00,0,15,0.31,0.00,0.00
7/15/2023,91.00,71.00,81.00,2.50,0,16,0.14,0.00,0.00
7/16/2023,80.00,76.00,78.00,-0.50,0,13,1.49,0.00,0.00
7/17/2023,93.00,75.00,84.00,5.50,0,19,0.00,0.00,0.00
7/18/2023,86.00,73.00,79.50,1.00,0,15,1.16,0.00,0.00
7/19/2023,84.00,71.00,77.50,-1.00,0,13,0.01,0.00,0.00
7/20/2023,88.00,72.00,80.00,1.50,0,15,0.00,0.00,0.00
7/21/2023,88.00,72.00,80.00,1.50,0,15,0.28,0.00,0.00
7/22/2023,87.00,71.00,79.00,0.50,0,14,0.00,0.00,0.00
7/23/2023,93.00,68.00,80.50,2.10,0,16,0.00,0.00,0.00
7/24/2023,88.00,71.00,79.50,1.10,0,15,0.00,0.00,0.00
7/25/2023,88.00,69.00,78.50,0.20,0,14,0.89,0.00,0.00
7/26/2023,92.00,66.00,79.00,0.70,0,14,0.00,0.00,0.00
7/27/2023,96.00,75.00,85.50,7.30,0,21,0.01,0.00,0.00
7/28/2023,95.00,77.00,86.00,7.80,0,21,0.09,0.00,0.00
7/29/2023,93.00,73.00,83.00,4.90,0,18,0.10,0.00,0.00
7/30/2023,83.00,67.00,75.00,-3.10,0,10,0.00,0.00,0.00
7/31/2023,87.00,64.00,75.50,-2.50,0,11,0.00,0.00,0.00
8/1/2023,84.00,67.00,75.50,-2.40,0,11,0.01,0.00,0.00
8/2/2023,83.00,63.00,73.00,-4.80,0,8,0.00,0.00,0.00
8/3/2023,81.00,64.00,72.50,-5.30,0,8,0.00,0.00,0.00
8/4/2023,79.00,72.00,75.50,-2.20,0,11,0.00,0.00,0.00
8/5/2023,88.00,70.00,79.00,1.40,0,14,0.00,0.00,0.00
8/6/2023,87.00,68.00,77.50,0.00,0,13,0.00,0.00,0.00
8/7/2023,84.00,69.00,76.50,-0.90,0,12,0.67,0.00,0.00
8/8/2023,84.00,71.00,77.50,0.10,0,13,0.01,0.00,0.00
8/9/2023,90.00,70.00,80.00,2.70,0,15,0.00,0.00,0.00
8/10/2023,83.00,71.00,77.00,-0.20,0,12,0.45,0.00,0.00
8/11/2023,88.00,67.00,77.50,0.40,0,13,0.00,0.00,0.00
8/12/2023,90.00,68.00,79.00,2.00,0,14,0.01,0.00,0.00
8/13/2023,90.00,71.00,80.50,3.60,0,16,0.50,0.00,0.00
8/14/2023,90.00,73.00,81.50,4.70,0,17,0.01,0.00,0.00
8/15/2023,84.00,72.00,78.00,1.30,0,13,0.43,0.00,0.00
8/16/2023,85.00,70.00,77.50,1.00,0,13,0.56,0.00,0.00
8/17/2023,82.00,74.00,78.00,1.60,0,13,0.01,0.00,0.00
8/18/2023,85.00,70.00,77.50,1.20,0,13,0.36,0.00,0.00
8/19/2023,82.00,63.00,72.50,-3.70,0,8,0.00,0.00,0.00
8/20/2023,89.00,62.00,75.50,-0.50,0,11,0.00,0.00,0.00
8/21/2023,91.00,70.00,80.50,4.60,0,16,0.00,0.00,0.00
8/22/2023,80.00,68.00,74.00,-1.70,0,9,0.00,0.00,0.00
8/23/2023,82.00,65.00,73.50,-2.10,0,9,0.00,0.00,0.00
8/24/2023,75.00,68.00,71.50,-3.90,0,7,0.04,0.00,0.00
8/25/2023,81.00,71.00,76.00,0.70,0,11,0.91,0.00,0.00
8/26/2023,87.00,73.00,80.00,4.90,0,15,0.24,0.00,0.00
8/27/2023,87.00,69.00,78.00,3.10,0,13,0.00,0.00,0.00
8/28/2023,78.00,72.00,75.00,0.30,0,10,0.00,0.00,0.00
8/29/2023,83.00,68.00,75.50,1.00,0,11,0.01,0.00,0.00
8/30/2023,88.00,70.00,79.00,4.70,0,14,0.10,0.00,0.00
8/31/2023,80.00,64.00,72.00,-2.10,0,7,0.00,0.00,0.00
9/1/2023,79.00,60.00,69.50,-4.30,0,5,0.00,0.00,0.00
9/2/2023,83.00,59.00,71.00,-2.60,0,6,0.00,0.00,0.00
9/3/2023,92.00,66.00,79.00,5.70,0,14,0.00,0.00,0.00
9/4/2023,93.00,72.00,82.50,9.40,0,18,0.01,0.00,0.00
9/5/2023,95.00,78.00,86.50,13.70,0,22,0.00,0.00,0.00
9/6/2023,97.00,77.00,87.00,14.50,0,22,0.00,0.00,0.00
9/7/2023,96.00,76.00,86.00,13.80,0,21,0.00,0.00,0.00
9/8/2023,92.00,73.00,82.50,10.50,0,18,0.29,0.00,0.00
9/9/2023,88.00,73.00,80.50,8.90,0,16,0.02,0.00,0.00
9/10/2023,81.00,70.00,75.50,4.20,0,11,1.18,0.00,0.00
9/11/2023,85.00,72.00,78.50,7.50,0,14,0.58,0.00,0.00
9/12/2023,87.00,69.00,78.00,7.30,0,13,0.00,0.00,0.00
9/13/2023,83.00,71.00,77.00,6.70,0,12,0.25,0.00,0.00
9/14/2023,81.00,63.00,72.00,2.00,0,7,0.00,0.00,0.00
9/15/2023,74.00,58.00,66.00,-3.60,0,1,0.00,0.00,0.00
9/16/2023,79.00,60.00,69.50,0.20,0,5,0.00,0.00,0.00
9/17/2023,79.00,56.00,67.50,-1.40,0,3,0.16,0.00,0.00
9/18/2023,70.00,62.00,66.00,-2.50,0,1,1.23,0.00,0.00
9/19/2023,77.00,59.00,68.00,-0.10,0,3,0.00,0.00,0.00
9/20/2023,78.00,58.00,68.00,0.30,0,3,0.00,0.00,0.00
9/21/2023,75.00,56.00,65.50,-1.90,0,1,0.00,0.00,0.00
9/22/2023,74.00,58.00,66.00,-1.00,0,1,0.00,0.00,0.00
9/23/2023,65.00,58.00,61.50,-5.10,3,0,1.00,0.00,0.00
9/24/2023,67.00,61.00,64.00,-2.20,1,0,1.11,0.00,0.00
9/25/2023,65.00,59.00,62.00,-3.80,3,0,0.57,0.00,0.00
9/26/2023,63.00,56.00,59.50,-5.90,5,0,0.09,0.00,0.00
9/27/2023,68.00,51.00,59.50,-5.40,5,0,0.00,0.00,0.00
9/28/2023,66.00,55.00,60.50,-4.00,4,0,0.07,0.00,0.00
9/29/2023,65.00,60.00,62.50,-1.60,2,0,1.72,0.00,0.00
9/30/2023,70.00,59.00,64.50,0.80,0,0,0.04,0.00,0.00
10/1/2023,82.00,58.00,70.00,6.70,0,5,0.00,0.00,0.00
10/2/2023,81.00,63.00,72.00,9.10,0,7,0.00,0.00,0.00
10/3/2023,85.00,59.00,72.00,9.50,0,7,0.00,0.00,0.00
10/4/2023,85.00,63.00,74.00,11.90,0,9,0.00,0.00,0.00
10/5/2023,79.00,60.00,69.50,7.80,0,5,0.01,0.00,0.00
10/6/2023,75.00,68.00,71.50,10.20,0,7,0.10,0.00,0.00
10/7/2023,72.00,54.00,63.00,2.10,2,0,0.22,0.00,0.00
10/8/2023,63.00,49.00,56.00,-4.50,9,0,0.00,0.00,0.00
10/9/2023,64.00,47.00,55.50,-4.60,9,0,0.02,0.00,0.00
10/10/2023,67.00,51.00,59.00,-0.70,6,0,0.01,0.00,0.00
10/11/2023,73.00,52.00,62.50,3.20,2,0,0.00,0.00,0.00
10/12/2023,74.00,50.00,62.00,3.10,3,0,0.00,0.00,0.00
10/13/2023,67.00,53.00,60.00,1.50,5,0,0.00,0.00,0.00
10/14/2023,57.00,50.00,53.50,-4.60,11,0,0.65,0.00,0.00
10/15/2023,64.00,50.00,57.00,-0.80,8,0,0.01,0.00,0.00
10/16/2023,68.00,45.00,56.50,-0.90,8,0,0.00,0.00,0.00
10/17/2023,66.00,52.00,59.00,2.00,6,0,0.00,0.00,0.00
10/18/2023,67.00,52.00,59.50,2.90,5,0,0.00,0.00,0.00
10/19/2023,68.00,47.00,57.50,1.20,7,0,0.00,0.00,0.00
